1266,945512294680
1266,945512294680
1266,945512294680
1266,945512294680
1266,945512294680
1266,945512294680
1266,945512294680
1266,945512294680
1266,945512294680
1266,945512294680
1266,945392287280
1266,945392287280
1266,945392287280
1266,945392287280
1266,945392287280
1266,945292287080
1266,945292291080
1266,945292291080
1266,945292291080
1266,945292291080
1266,945292290080
1266,945292290080
1266,945292290080
1266,945192289480
1266,945192289480
1267,945192289480
1267,945192286480
1267,945192286480
1267,945192288480
1267,945192288480
1267,945192288480
1267,945192288480
1267,945192288480
1267,945192288480
1267,945192288480
1267,945192288480
1267,945192288480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192280480
1267,945192269880
1267,945192269880
1267,945192269880
1267,945192269880
1267,945192269880
1268,945192269880
1269,945192282480
1269,945192282480
1270,945192282480
1271,945192282480
1272,945192282480
1273,945192282480
1274,945192282480
1275,945192282480
1275,945192282480
